_id,Proposal Number:,Program Cycle:,Submitting Institution Name:,Project Status:,Start Date:,Lead Investigator:,Project Duration:,End Date:,SubmissionType:,Proposal Title:,Research Keyword 1,Research Keyword 2,Research Keyword 3,Research Keyword 4,Research Keyword 5,Research Type:,Personnel,Institution,URL
1384,QRLP6-G-3330109,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Sep 2013,Miss Kawthar Al-Dabhani,1 Year(s),01 Nov 2014,New,MS in Epidemiology,,,,,,,"[('QRLP Student', 'Miss Kawthar Al-Dabhani', 'Imperial College London')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28852&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1385,QRLP6-G-3330101,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Sep 2013,Miss Hind Almerekhi,3 Year(s),01 Apr 2016,New,MS in Computing,,,,,,,"[('QRLP Student', 'Miss Hind Almerekhi', 'Hamad Bin Khalifa University')]","[('Qatar University', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28851&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1386,QRLP6-G-3330088,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,23 Sep 2013,Mr. Ghanim Al-Sulaiti,1 Year(s),01 Nov 2014,New,MS in Management,,,,,,,"[('QRLP Student', 'Mr. Ghanim Al-Sulaiti', 'Qatar National Research Fund (QNRF)')]","[('University College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28850&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1387,QRLP6-G-3330081,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Aug 2012,Ms. dhabia Al-Mohannadi,2 Year(s),15 Dec 2014,New,MS in Chemical Engineering,,,,,,,"[('QRLP Student', 'Ms. dhabia Al-Mohannadi', 'Texas A&amp;M University at Qatar')]","[('Texas A&amp;M University', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28849&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1388,QRLP6-G-3330070,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,23 Sep 2013,Miss Suha  Al-Sulaiti,1 Year(s),01 Dec 2014,New,MS in Physics,,,,,,,"[('QRLP Student', 'Miss Suha  Al-Sulaiti', '')]","[(""King's College London"", 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28766&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1389,QRLP6-G-3330068,QRLP,Qatar National Research Fund (QNRF),Award Active,01 Jul 2013,Mr. Sinan Sabeeh,4 Year(s),01 May 2019,New,PhD in Electrical Engineering,,,,,,,"[('QRLP Student', 'Mr. Sinan Sabeeh', 'Texas A&amp;M University - College Station')]","[('Texas A&amp;M University', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28765&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1390,QRLP6-G-3330066,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Sep 2013,Mr. Shashank Jariwala,2 Year(s),30 Apr 2015,New,MS in Bioinformatics,,,,,,,"[('QRLP Student', 'Mr. Shashank Jariwala', 'University of Michigan')]","[('University of Michigan', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28764&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1391,QRLP6-G-3330055,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Sep 2013,Mr. Rinchu  Mathew,3 Year(s),07 Jan 2016,New,MS in Chemical Engineering,,,,,,,"[('QRLP Student', 'Mr. Rinchu  Mathew', 'Stanford University')]","[('Stanford University', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28763&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1392,QRLP6-G-3330050,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,03 Mar 2014,Miss Reem Al-Mansoori,1 Year(s),27 Jul 2015,New,MS in Sustainability,,,,,,,"[('QRLP Student', 'Miss Reem Al-Mansoori', '')]","[('Monash University', 'Australia', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28762&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1393,QRLP6-G-3330047,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Mar 2013,Dr. Nura Mohamed,4 Year(s),01 Nov 2016,New,PhD in Clinical Medicine Resrach,,,,,,,"[('QRLP Student', 'Dr. Nura Mohamed', 'Imperial College London')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28761&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1394,QRLP6-G-3330018,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Aug 2013,Miss Marwa  Al-Fakhri,2 Year(s),17 May 2015,New,MS in Public Policy and Management,,,,,,,"[('QRLP Student', 'Miss Marwa  Al-Fakhri', 'Duke University')]","[('Carnegie Mellon University', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28760&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1395,QRLP6-G-3330012,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Sep 2013,Mrs. Maisa Alkailani,1 Year(s),28 Feb 2014,New,Internship in Health & Biomedicine,,,,,,,"[('QRLP Student', 'Mrs. Maisa Alkailani', 'University of Ottawa'), ('QRLP Supervisor', 'Prof. Moulay Alaoui-Jamali', 'Hamad Bin Khalifa University')]","[('McGill University', 'Canada', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28759&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1396,QRLP6-G-1711049,QRLP,Qatar National Research Fund (QNRF),Award Closed,16 Sep 2013,Mohammed AlKhori,0 Year(s),09 May 2015,New,MS in Economics,,,,,,,"[('QRLP Student', 'Mohammed AlKhori', '')]","[('Purdue University', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29235&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1397,QRLP6-G-1710046,QRLP,Qatar National Research Fund (QNRF),Award Closed,12 Sep 2013,Hala  Al Souk,0 Year(s),07 Nov 2014,New,MS in Public Policy,,,,,,,"[('QRLP Student', 'Hala  Al Souk', '')]","[('University of Oxford', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29165&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1398,QRLP5-U-4440101,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Aug 2012,Mr. Abdulwahab Al Yousef,2 Year(s),14 May 2014,New,BS in Industrial Engineering,,,,,,,"[('QRLP Student', 'Mr. Abdulwahab Al Yousef', 'Qatar Foundation Research and Development')]","[('Arizona State University', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28540&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1399,QRLP5-U-4440074,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,24 Sep 2012,Miss Amal Al-Mohannadi,4 Year(s),03 Jun 2016,New,BS in Laws,,,,,,,"[('QRLP Student', 'Miss Amal Al-Mohannadi', '')]","[('University of South Wales', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28539&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1400,QRLP5-U-4440060,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Sep 2012,Mr. Ahmad Bukshaisha,4 Year(s),11 Jun 2016,New,BS in Mechanical Engineering,,,,,,,"[('QRLP Student', 'Mr. Ahmad Bukshaisha', 'Oregon State University')]","[('Oregon State University', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28538&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1401,QRLP5-U-4440057,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Jan 2012,Mr. Abdulwahab Bukshaisha,2 Year(s),01 Jun 2014,New,BS in Civil Engineering,,,,,,,"[('QRLP Student', 'Mr. Abdulwahab Bukshaisha', 'Qatar Foundation Research and Development')]","[('University of Arizona', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28537&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1402,QRLP5-U-4440049,QRLP,Qatar National Research Fund (QNRF),Award Terminated,01 Sep 2012,Mr. Yousef Fakhroo,4 Year(s),01 Jan 2018,New,BS in Mechanical Engineering,,,,,,,"[('QRLP Student', 'Mr. Yousef Fakhroo', 'University of Utah')]","[('University of Utah', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28536&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1403,QRLP5-U-1712032,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,13 Sep 2011,Mr. Hamad  Al Hajri,0 Year(s),03 Sep 2016,New,Civil Engineering,,,,,,,"[('QRLP Student', 'Mr. Hamad  Al Hajri', 'Harvard University')]","[('Drexel University', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29435&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1404,QRLP5-U-1711030,QRLP,Qatar National Research Fund (QNRF),Award Closed,23 Sep 2012,Khalid  Alhababi,0 Year(s),31 May 2015,New,BS in Civil Engineering,,,,,,,"[('QRLP Student', 'Khalid  Alhababi', '')]","[('University of Bradford', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29270&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1405,QRLP5-MG-3330100,QRLP,Qatar National Research Fund (QNRF),Inactive,01 Nov 2012,Miss Hind Almerekhi,1 Year(s),14 Jul 2013,New,Training in Computing,,,,,,,"[('QRLP Student', 'Miss Hind Almerekhi', 'Hamad Bin Khalifa University'), ('QRLP Supervisor', 'Mr. Julian Jones', '')]","[('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28844&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1406,QRLP5-MG-3330094,QRLP,Qatar National Research Fund (QNRF),Inactive,02 Dec 2012,Miss Haya Al-Thani,2 Year(s),01 Sep 2014,New,Training in Computing,,,,,,,"[('QRLP Student', 'Miss Haya Al-Thani', 'Qatar University'), ('QRLP Supervisor', 'Mr. RJ Dawson', '')]","[('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28843&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1407,QRLP5-MG-3330090,QRLP,Qatar National Research Fund (QNRF),Inactive,15 Jan 2012,Mrs. Hanadi Al-Mohsin,3 Year(s),01 Jul 2015,New,Training in Computing,,,,,,,"[('QRLP Student', 'Mrs. Hanadi Al-Mohsin', 'Hamad Bin Khalifa University')]","[('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28842&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1408,QRLP5-MG-3330087,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,22 Jan 2012,Mr. Ghanim Al-Sulaiti,1 Year(s),28 May 2013,New,Training in Research Administration,,,,,,,"[('QRLP Student', 'Mr. Ghanim Al-Sulaiti', 'Qatar National Research Fund (QNRF)')]","[('Qatar National Research Fund (QNRF)', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28841&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1409,QRLP5-MG-3330069,QRLP,Qatar National Research Fund (QNRF),Inactive,11 Nov 2012,Miss Suha  Al-Sulaiti,1 Year(s),01 Sep 2013,New,Training in Energy & Environment,,,,,,,"[('QRLP Student', 'Miss Suha  Al-Sulaiti', '')]","[('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28755&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1410,QRLP5-MG-3330033,QRLP,Qatar National Research Fund (QNRF),Inactive,02 Dec 2012,Miss Mooza Al-Mohannadi,2 Year(s),22 Jul 2014,New,Training in Research Administration,,,,,,,"[('QRLP Student', 'Miss Mooza Al-Mohannadi', 'Qatar University'), ('QRLP Supervisor', 'Dr. Yasir Mohieldeen', 'Hamad Bin Khalifa University')]","[('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28754&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1411,QRLP5-MG-3330015,QRLP,Qatar National Research Fund (QNRF),Inactive,09 Dec 2012,Miss Manal Al-Salama,2 Year(s),16 Feb 2014,New,Training in Research Administration,,,,,,,"[('QRLP Student', 'Miss Manal Al-Salama', 'Qatar Foundation Research and Development'), ('QRLP Supervisor', 'Dr. Fahhad Alharbi', 'Hamad Bin Khalifa University')]","[('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28753&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1412,QRLP5-MG-3330009,QRLP,Qatar National Research Fund (QNRF),Inactive,11 Nov 2012,Maha Khamis Al-Sulaiti,3 Year(s),20 Aug 2015,New,Training in Research Administration,,,,,,,"[('QRLP Student', 'Maha Khamis Al-Sulaiti', '')]","[('Qatar Environment and Energy Research Institute', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28752&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1413,QRLP5-MG-1710025,QRLP,Qatar National Research Fund (QNRF),Award Closed,02 Sep 2012,Amany  Dahir,0 Year(s),02 Sep 2014,New,Training in Research Administration,,,,,,,"[('QRLP Student', 'Amany  Dahir', '')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29164&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1414,QRLP5-MG-1710024,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Oct 2012,Nejoud Al-Jehani,0 Year(s),30 Sep 2013,New,MSc in Control Systems,,,,,,,"[('QRLP Student', 'Nejoud Al-Jehani', '')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29162&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1415,QRLP5-MG-1710023,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Sep 2012,Ms. Abtesam  yousuf,0 Year(s),01 Sep 2014,New,Research Management Track,,,,,,,"[('QRLP Student', 'Ms. Abtesam  yousuf', 'Qatar National Research Fund (QNRF)')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29035&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1416,QRLP5-G-4440097,QRLP,Qatar National Research Fund (QNRF),Award Closed,22 Apr 2012,Dr. Abeer Al-Shammari,4 Year(s),14 Oct 2016,New,PhD in Adult Neurogenesis in Schizophrenia,,,,,,,"[('QRLP Student', 'Dr. Abeer Al-Shammari', 'Hamad Bin Khalifa University')]","[('University of Oxford', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28545&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1417,QRLP5-G-3330011,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,26 Sep 2011,Mrs. Maisa Alkailani,1 Year(s),01 Nov 2012,New,MS in Biomedical Sciences,,,,,,,"[('QRLP Student', 'Mrs. Maisa Alkailani', 'University of Ottawa')]","[('University College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28749&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1418,QRLP5-G-4440093,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Sep 2012,Mr. Anas Al-Bastami,2 Year(s),17 Sep 2014,New,MS in Electrical Engineering & Computer Science,,,,,,,"[('QRLP Student', 'Mr. Anas Al-Bastami', 'Massachusetts Institute of Technology (MIT)')]","[('Massachusetts Institute of Technology (MIT)', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28544&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1419,QRLP5-G-4440091,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,03 Sep 2012,Mrs. Amira Ghenai,2 Year(s),01 Nov 2013,New,MS in Software Engineering,,,,,,,"[('QRLP Student', 'Mrs. Amira Ghenai', 'University of Waterloo')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28543&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1420,QRLP5-G-4440076,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,17 Sep 2012,Mrs. ameera aljabiry,1 Year(s),14 Sep 2013,New,MS Cancer Chemistry,,,,,,,"[('QRLP Student', 'Mrs. ameera aljabiry', 'Loughborough University')]","[('University of Leicester', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28542&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1421,QRLP5-G-4440070,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,01 Sep 2012,Mr. Ali Mohammed,1 Year(s),30 Sep 2013,New,MS Biomedical Engineering,,,,,,,"[('QRLP Student', 'Mr. Ali Mohammed', 'Imperial College London')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28541&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1422,QRLP5-G-3330123,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,29 Sep 2012,Dr. Isra Marei,1 Year(s),01 Nov 2013,New,MRes in Biomedical Research,,,,,,,"[('QRLP Student', 'Dr. Isra Marei', 'Imperial College London')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28751&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1423,QRLP5-G-3330099,QRLP,Qatar National Research Fund (QNRF),Award Active,15 Jan 2013,Miss Heba Al-Siddiqi,4 Year(s),31 Jan 2018,New,PhD in Anatomy and Genetics,,,,,,,"[('QRLP Student', 'Miss Heba Al-Siddiqi', 'University of Oxford')]","[('University of Oxford', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28840&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1424,QRLP5-G-3330057,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,29 Sep 2012,Mr. Saeed  Al-Okkah,1 Year(s),01 Nov 2013,New,MS in Sustainable Energy Futures,,,,,,,"[('QRLP Student', 'Mr. Saeed  Al-Okkah', 'Imperial College London')]","[('Imperial College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28750&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1425,QRLP5-G-1711029,QRLP,Qatar National Research Fund (QNRF),Award Closed,26 Sep 2011,Mooza  Al-Sowaidi,0 Year(s),13 Jun 2014,New,"Civil, Environmental and geomatic Engineering",,,,,,,"[('QRLP Student', 'Mooza  Al-Sowaidi', '')]","[('University College London', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29252&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1426,QRLP5-G-1711028,QRLP,Qatar National Research Fund (QNRF),Award Closed,01 Aug 2012,Dr. Marwa Qaraqe,0 Year(s),04 Oct 2016,New,Electrical Engineering,,,,,,,"[('QRLP Student', 'Dr. Marwa Qaraqe', 'Hamad Bin Khalifa University')]","[('Texas A&amp;M University - College Station', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29248&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1427,QRLP5-G-1710026,QRLP,Qatar National Research Fund (QNRF),Award Closed,07 Aug 2012,Salwa  AlMannai,0 Year(s),25 Apr 2016,New,MS in Public Policy and Management,,,,,,,"[('QRLP Student', 'Salwa  AlMannai', '')]","[('Carnegie Mellon University', 'United States', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29167&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1428,QRLP4-U-1712015,QRLP,Qatar National Research Fund (QNRF),Award Withdrawn,31 Jul 2011,Mr. Hamad  Al Hajri,0 Year(s),30 May 2012,New,BS in Civil Engineering,,,,,,,"[('QRLP Student', 'Mr. Hamad  Al Hajri', 'Harvard University')]","[('Cardiff University', 'United Kingdom', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29434&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1429,QRLP4-U-1711013,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,18 Jul 2011,Sara AlNaimi,0 Year(s),30 Jun 2016,New,Environmental Sciences,,,,,,,"[('QRLP Student', 'Sara AlNaimi', 'Qatar University')]","[('Qatar University', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=29285&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
1430,QRLP4-MG-4440096,QRLP,Qatar National Research Fund (QNRF),Award Tech. Completed,31 Jul 2011,Dr. Abeer Al-Shammari,1 Year(s),21 Apr 2012,New,Training in Research Administration,,,,,,,"[('QRLP Student', 'Dr. Abeer Al-Shammari', 'Hamad Bin Khalifa University')]","[('Qatar Foundation Research and Development', 'Qatar', 'Academic Institution'), ('Qatar National Research Fund (QNRF)', 'Qatar', 'Submitting Institution')]",https://pub.qgrants.org/Awards/ProjectDetails?p=28535&s=Q&prm2=0&prm4=0&prm5=0&prm6=0&prm9=0&prm12=0&prm13=0&prm14=0
